GeneID,log2FC,padj,tabla_origen
Phvul.001G021400.1,2.87862022796227,0.00476343997046511,rna_lp
Phvul.004G088400.1,2.60181946823987,1.52202499155875e-7,rna_lp
Phvul.008G040500.1,2.35466560598852,0.00587419747853651,rna_lp
Phvul.004G102800.1,2.31102831907651,5.79751136044226e-12,rna_lp
Phvul.005G137300.1,2.30894595002417,0.0211037259758264,rna_lp
Phvul.002G297500.1,2.10851495721492,0.00426882551773989,rna_lp
Phvul.006G207800.1,2.09695673468827,0.00561533429433101,rna_lp
Phvul.007G195000.1,2.0330784898651,0.0239068838320685,rna_lp
Phvul.004G103900.1,1.97983120995209,0.0228672305235369,rna_lp
Phvul.005G169200.1,1.93304245843263,0.0206986983052657,rna_lp
Phvul.007G011400.1,1.91913672021014,1.96572737882745e-4,rna_lp
Phvul.003G025100.1,1.90406201777496,0.0211037259758264,rna_lp
Phvul.002G025900.1,1.83787445241137,0.0292321527637138,rna_lp
Phvul.L009643.1,1.80622430251866,0.0132384733618517,rna_lp
Phvul.007G018700.1,1.75418512014848,4.58697203284914e-9,rna_lp
Phvul.007G258300.1,1.74799787717446,0.0466678756208168,rna_lp
Phvul.006G073100.1,1.66427343887157,0.0217340803046415,rna_lp
Phvul.001G077400.1,1.65800828052491,0.0177760874050535,rna_lp
Phvul.003G142300.1,1.65249733096817,0.00620267680196334,rna_lp
Phvul.001G206900.1,1.64528743912761,0.0492180479343821,rna_lp
Phvul.009G132900.1,1.61498044392459,0.00248364084972025,rna_lp
Phvul.003G089001.1,1.60328403951416,1.66036307614706e-7,rna_lp
Phvul.004G094100.1,1.59995559550029,0.00620267680196334,rna_lp
Phvul.003G109600.1,1.5460258382859,0.0306424842138741,rna_lp
Phvul.002G199600.1,1.51935845113617,0.0386015876129036,rna_lp
Phvul.005G021601.1,1.45380799428965,0.0026744319833305,rna_lp
Phvul.007G060800.1,1.44280447954629,0.0192586039314187,rna_lp
Phvul.003G278400.1,1.42631708148534,0.0165787592402076,rna_lp
Phvul.008G214200.1,1.4083346844004,0.0120232176507182,rna_lp
Phvul.007G078000.2,1.37308797358155,0.0350756269367179,rna_lp
Phvul.006G192700.1,1.30668191497247,0.015256194727489,rna_lp
Phvul.009G234500.1,1.29210559532508,0.047595904512556,rna_lp
Phvul.008G170800.1,1.29126427338667,3.92044237670924e-4,rna_lp
Phvul.009G023900.1,1.28017281855202,0.00795895838217563,rna_lp
Phvul.005G064700.1,1.27870323498684,0.00661085476408401,rna_lp
Phvul.006G084900.3,1.27375532853573,0.0299791391932658,rna_lp
Phvul.003G030500.1,1.25478554922468,3.00063844169171e-5,rna_lp
Phvul.003G071600.1,1.24192416043475,0.00771153271988341,rna_lp
Phvul.008G087000.1,1.23937791781864,0.00429944457819866,rna_lp
Phvul.009G095800.1,1.23418852346953,0.00589492789102489,rna_lp
Phvul.001G157400.1,1.1945789362588,0.015256194727489,rna_lp
Phvul.009G240677.1,1.16242177739975,0.0405473107484936,rna_lp
Phvul.001G241200.1,1.13491087119713,0.0386015876129036,rna_lp
Phvul.007G226400.1,1.11545400692959,0.0108343800460266,rna_lp
Phvul.002G196200.1,1.10979939995659,0.00439607453467805,rna_lp
Phvul.003G218500.1,1.10373350714617,0.0146857473753192,rna_lp
Phvul.006G092100.1,1.09303150883369,0.0427274933062718,rna_lp
Phvul.005G119200.1,1.0542477895885,0.0385636711106956,rna_lp
Phvul.001G064000.1,1.04688999485724,6.31762652100295e-4,rna_lp
Phvul.009G053900.2,1.04189274357681,0.0293613107941925,rna_lp
Phvul.001G248400.1,1.03219903568167,0.00334479009390972,rna_lp
Phvul.007G181900.1,1.01032626572427,6.58452156347467e-5,rna_lp
Phvul.006G036600.1,1.00922163362368,0.0146302066317034,rna_lp
Phvul.009G256400.1,1.00504461787018,0.0456809096908699,rna_lp
Phvul.007G228400.1,-2.39405573730712,0.00856714889221514,rna_lp
Phvul.007G028300.1,-2.33377527542449,7.59107562499313e-9,rna_lp
Phvul.011G083500.1,-2.30482433496135,0.0499872139955381,rna_lp
Phvul.003G078000.2,-1.99328266547596,0.0239068838320685,rna_lp
Phvul.004G121666.1,-1.91663633077923,4.60393255052073e-13,rna_lp
Phvul.009G181500.1,-1.85569196299168,8.82585764798868e-5,rna_lp
Phvul.002G019050.1,-1.8327324694977,0.00104082159075824,rna_lp
Phvul.001G182100.1,-1.77744590422242,0.0026744319833305,rna_lp
Phvul.008G016600.1,-1.76469262302771,0.00101156665580887,rna_lp
Phvul.005G079650.1,-1.73632957503049,0.00817651771925786,rna_lp
Phvul.007G242300.2,-1.63617520314082,0.00307919181939382,rna_lp
Phvul.001G076700.1,-1.63216848545885,8.50689914093903e-4,rna_lp
Phvul.009G152500.1,-1.61866722002677,0.0135170152495432,rna_lp
Phvul.008G042700.1,-1.60815558072385,0.0146302066317034,rna_lp
Phvul.008G016500.1,-1.56363899406961,0.0195752453603167,rna_lp
Phvul.006G011220.1,-1.56038479344719,0.0279984389629794,rna_lp
Phvul.007G203400.1,-1.54378207980324,0.00583081082073002,rna_lp
Phvul.007G093600.1,-1.53506737933391,1.74493313479951e-8,rna_lp
Phvul.001G021700.1,-1.51617956391511,0.00256882222534206,rna_lp
Phvul.009G249700.1,-1.46377961622092,1.52146978627139e-4,rna_lp
Phvul.001G075100.1,-1.45338596718144,0.00147029600286801,rna_lp
Phvul.002G201700.1,-1.40865597846429,0.0492715313129915,rna_lp
Phvul.003G292400.1,-1.39389312770695,8.98389942695517e-10,rna_lp
Phvul.011G124215.1,-1.38142902639988,0.0207301435966111,rna_lp
Phvul.001G160400.1,-1.37011779638232,0.00406270607339292,rna_lp
Phvul.010G095300.1,-1.34987799862111,0.00737740764480199,rna_lp
Phvul.009G072000.1,-1.34650352535621,0.00738984377213251,rna_lp
Phvul.001G076750.1,-1.34544647924584,0.00665124103912724,rna_lp
Phvul.002G060000.1,-1.3233480581374,0.0189672374850112,rna_lp
Phvul.007G222900.1,-1.32309350127615,0.0114777460501634,rna_lp
Phvul.010G050500.1,-1.31230365382921,1.08218112050431e-7,rna_lp
Phvul.001G158300.1,-1.31206023826742,1.02061812096292e-4,rna_lp
Phvul.003G203400.1,-1.29463010684398,0.0243968055081565,rna_lp
Phvul.003G077900.1,-1.28892233755262,0.0182027467441092,rna_lp
Phvul.L005301.1,-1.27863228713332,0.0317612122695632,rna_lp
Phvul.011G109600.1,-1.27552008768778,3.03839323685201e-6,rna_lp
Phvul.001G252500.1,-1.23743317769634,0.00195210520263803,rna_lp
Phvul.009G028800.1,-1.23198494469184,0.00322360180973299,rna_lp
Phvul.008G069400.1,-1.23020545714005,0.00779156033267228,rna_lp
Phvul.002G287800.2,-1.22139488676002,1.13395194751029e-6,rna_lp
Phvul.001G044500.1,-1.19901066242923,0.00695677635795956,rna_lp
Phvul.010G062500.1,-1.17952109773686,2.19630197612604e-9,rna_lp
Phvul.010G078900.1,-1.1743869520566,0.0321900267308888,rna_lp
Phvul.010G050800.1,-1.15137196643255,2.88409228058991e-4,rna_lp
Phvul.002G071000.1,-1.15067993720317,4.07173904367547e-4,rna_lp
Phvul.001G076000.1,-1.14635074033155,0.00660873454669754,rna_lp
Phvul.006G075400.1,-1.14484081628654,6.02398649964597e-6,rna_lp
Phvul.011G056100.1,-1.12929334278495,4.38485368640544e-4,rna_lp
Phvul.001G254300.1,-1.10145121599208,0.0396491417156864,rna_lp
Phvul.005G168300.2,-1.09800366188213,0.0132384733618517,rna_lp
Phvul.002G303500.1,-1.08995728457959,0.0274045231818775,rna_lp
Phvul.003G182600.1,-1.07357962300621,0.0313265813935263,rna_lp
Phvul.001G108200.2,-1.07158378148347,5.9239255923519e-6,rna_lp
Phvul.003G129200.1,-1.05856959856816,8.98389942695517e-10,rna_lp
Phvul.006G105200.1,-1.0581737964606,5.7824688648588e-5,rna_lp
Phvul.001G157900.1,-1.05562061141391,0.00250573350528699,rna_lp
Phvul.003G008600.1,-1.05241627126675,0.00349103106543835,rna_lp
Phvul.007G222500.1,-1.04772021906938,0.025108338288065,rna_lp
Phvul.003G210000.1,-1.04369091123795,0.00273873741132555,rna_lp
Phvul.001G118900.1,-1.04185937007266,2.18030225270078e-7,rna_lp
Phvul.010G142400.2,-1.02587584610674,0.0228992281689418,rna_lp
Phvul.004G107700.1,-1.02185855322426,0.0135170152495432,rna_lp
Phvul.002G124700.1,-1.01891842365085,0.00188731493981637,rna_lp
Phvul.001G013800.1,-1.01822548904178,1.96766116935948e-6,rna_lp
Phvul.002G259000.1,-1.01671859454332,0.00854350486371105,rna_lp
Phvul.002G043100.1,-1.01328882860533,3.56156929451679e-7,rna_lp
Phvul.008G045100.1,-1.00506009165666,1.6513348092562e-7,rna_lp
Phvul.008G169000.2,-1.000511903592,0.02453325819428,rna_lp
