GeneID,log2FC,padj,tabla_origen
Phvul.002G049000.1,7.74330468194328,2.67659612754151e-5,rna
Phvul.010G072000.1,7.27823239460782,9.20630970668711e-5,rna
Phvul.002G231400.1,5.78645264937618,0.00149036931451195,rna
Phvul.002G332100.1,5.71507906243228,1.29434512097722e-8,rna
Phvul.002G170800.1,4.95867500168112,9.15196194430648e-5,rna
Phvul.003G012600.1,4.92096372825575,6.60330573919808e-5,rna
Phvul.007G113700.1,4.85128270980981,7.31568687276678e-7,rna
Phvul.011G080500.1,4.79125523445208,5.32662320921245e-4,rna
Phvul.003G224800.1,4.73106289303305,2.67311260344473e-7,rna
Phvul.002G231700.1,4.31312057650061,0.00158534589487152,rna
Phvul.002G025900.1,4.1322153597735,1.83729682530607e-5,rna
Phvul.004G129400.1,4.09871797118959,3.66131094947619e-6,rna
Phvul.009G094000.1,4.06462909640541,1.35477920602311e-8,rna
Phvul.010G141200.2,4.03319530221478,2.27546197255184e-35,rna
Phvul.003G193400.1,3.98731459321251,4.05471182294867e-5,rna
Phvul.006G046000.1,3.82055474919172,0.00391453036450228,rna
Phvul.006G012501.1,3.80112425906409,1.26985799388333e-5,rna
Phvul.010G125300.1,3.75821852538846,6.42150143821051e-7,rna
Phvul.010G140900.1,3.75332660882186,5.75895357016783e-49,rna
Phvul.009G156300.1,3.72339502826384,0.0172902832496359,rna
Phvul.001G039800.1,3.69012182017058,3.99808767347055e-6,rna
Phvul.008G228100.1,3.67283153289907,0.00121879339173336,rna
Phvul.007G081200.1,3.61771592597554,7.7223796916917e-10,rna
Phvul.003G003200.1,3.60472252502042,1.37548949078097e-5,rna
Phvul.010G141050.1,3.58692657697844,3.77014446113727e-65,rna
Phvul.002G160100.1,3.56342160385176,4.28809747759222e-7,rna
Phvul.006G075600.1,3.55494240556715,0.00213581641851346,rna
Phvul.002G231800.1,3.54865813315056,2.15776149034364e-6,rna
Phvul.003G228000.1,3.54690136450416,0.00248384220515291,rna
Phvul.002G062000.1,3.47966998566205,9.93876205015074e-5,rna
Phvul.011G152700.1,3.47682940304162,0.0456939471979186,rna
Phvul.004G037100.1,3.47086619991597,2.53782637266056e-4,rna
Phvul.002G231500.1,3.46746517377037,5.5040729197467e-6,rna
Phvul.004G085100.1,3.42591800867539,8.43736582977766e-7,rna
Phvul.006G190400.1,3.39456567752508,3.29126134362875e-8,rna
Phvul.010G140800.1,3.31286741341707,3.3260592531425e-31,rna
Phvul.009G096000.1,3.30116334810378,0.00374651203944148,rna
Phvul.003G217200.1,3.25016999751973,0.0103484087574009,rna
Phvul.003G278400.1,3.23838498215237,7.4462408606922e-15,rna
Phvul.003G154800.1,3.2147665553513,0.0116699672119701,rna
Phvul.003G252500.1,3.19380016897958,3.38416613202505e-6,rna
Phvul.006G085900.1,3.18579687978651,8.979714205156e-4,rna
Phvul.005G169200.1,3.18237907205747,1.06175581697582e-6,rna
Phvul.003G151700.1,3.17805864396334,4.06520388443332e-13,rna
Phvul.008G134000.1,3.17169418209213,6.60330573919808e-5,rna
Phvul.008G201700.1,3.16914540005952,5.91660029625038e-4,rna
Phvul.008G113700.1,3.16309830484174,0.00858346318321432,rna
Phvul.006G210200.1,3.15864462913791,1.33604852641081e-5,rna
Phvul.009G197000.1,3.15603374581654,9.01969613905317e-20,rna
Phvul.010G122500.1,3.14565414433509,1.00492699149196e-5,rna
Phvul.001G021400.1,3.14192064366783,4.3174381244676e-4,rna
Phvul.006G207700.1,3.12143732794732,3.42239947058681e-6,rna
Phvul.009G075100.1,3.02910879698576,9.60165662557398e-6,rna
Phvul.002G175900.1,2.97817788471239,0.00209867246977649,rna
Phvul.006G079600.1,2.95894995692578,3.33901747029829e-5,rna
Phvul.009G132900.1,2.94949982387869,7.90709290352114e-5,rna
Phvul.003G079800.1,2.91055136717681,0.0125170772754792,rna
Phvul.004G115800.1,2.88798238426244,0.00450189782669482,rna
Phvul.010G025800.1,2.86829982302457,1.89964050424052e-4,rna
Phvul.005G112800.1,2.85308386027919,0.00472660676785562,rna
Phvul.002G117700.1,2.85144119307287,0.0068303304184704,rna
Phvul.005G109300.1,2.80244156445523,8.59940031939263e-8,rna
Phvul.005G038500.1,2.77040923768485,4.89142661033026e-4,rna
Phvul.006G192700.1,2.74605344090437,1.88998065704555e-6,rna
Phvul.004G047900.1,2.74049952146832,0.00790731592927035,rna
Phvul.003G248025.1,2.7212614201185,0.00135499148078826,rna
Phvul.007G212600.2,2.71485166717957,3.57698481523343e-8,rna
